Initialization Time: 10.2061
Query, response, time
2687:23543 51348 ((2887)+).((5493)+).((14521)+).((5493)+) 1+, 0, 0.00014992
2688:14584 53061 (13342.15224.7468.6228.15421.7468.7721.8721)+ 1+, 0, 4.892e-05
2689:64733 62770 ((5493)+).((15093)+) 1+, 0, 8.92e-06
2690:66108 34526 ((5495)+).((15902)+) 1+, 0, 7.92e-06
2691:55175 86870 ((9909)+).((8945)+).((7384)+).((12442)+).((7721)+).((12442)+).((5493)+).((5495)+) 1+, 0, 0.0253819
2692:49183 33941 (5493.16448.7721.15960.5493.2449)+ 1+, 0, 1.092e-05
2693:11471 2557 (15960.5493.17225.12442.5493.5495)+ 1+, 0, 2.592e-05
2694:34077 96442 (6267U3282U1593U5493)+ 1+, 1, 0.00237792
2695:59804 91162 (5493.1899.3470.5493.8510.13067.17187.6325)+ 1+, 0, 8.92e-06
2696:93089 87279 (13067.608)+ 1+, 0, 6.892e-05
2697:96739 10002 (5493.3288.2237.5493)+ 1+, 1, 0.00276792
2698:64619 88078 (13936.5493.2449.13598.849.5002.12000.5495)+ 1+, 0, 0.00014192
2699:50677 32998 (5493.6911.8268.6241.5495.8945)+ 1+, 1, 0.00513892
2700:14761 8462 (5493U17057)+ 1+, 0, 9.92e-06
2701:83274 104335 ((5781)+).((7468)+).((2297)+).((5493)+) 1+, 0, 0.00011592
2702:5528 57069 (7721.17225.14052.5493.13342.15102)+ 1+, 0, 7.92e-06
2703:80808 35470 (6536U14444U14296U9469)+ 1+, 0, 7.92e-06
2704:93338 189 (10368.5495)+ 1+, 0, 0.00012892
2705:62238 67680 ((5493)+).((15308)+) 1+, 0, 4.492e-05
2706:34444 5386 (5495U7757U10338U8721U8268U4223U9977U7721)+ 1+, 0, 7.92e-06
2707:99788 20079 (5493U5495U7721U6745U14444U6241)+ 1+, 1, 0.00518892
2708:14706 86520 (14137.2006)+ 1+, 0, 0.00069992
2709:66140 2418 (5493.5495.16448.5493.5495.5493)+ 1+, 1, 0.00085092
2710:99663 53122 (8268U5002)+ 1+, 1, 0.00232192
2711:33828 52008 ((5625)+).((8268)+).((5493)+).((10338)+) 1+, 0, 8.92e-06
2712:49426 26634 (16529.2834.5493.15957.6327.1593.5494.6318)+ 1+, 0, 7.92e-06
2713:3505 82587 (17495.13342)+ 1+, 0, 0.00018492
2714:40632 43689 ((5493)+).((7103)+).((5493)+).((13936)+) 1+, 0, 7.92e-06
2715:44799 82689 (1174U4223U6228U798U5493U17248U13936U4846)+ 1+, 1, 0.00291792
2716:2086 5911 (5493.16166.5493.6230.5495.17903)+ 1+, 0, 0.00036592
2717:85086 53498 ((5495)+).((17490)+).((5493)+).((6231)+).((13936)+).((5493)+).((3283)+).((7721)+) 1+, 0, 0.0181159
2718:41276 83037 ((5495)+).((5493)+).((18855)+).((731)+) 1+, 0, 6.192e-05
2719:45077 59870 ((5493)+).((2006)+).((5493)+).((12000)+).((16448)+).((17248)+).((5493)+).((6228)+) 1+, 0, 6.992e-05
2720:27872 5739 ((5493)+).((6298)+).((16757)+).((13225)+) 1+, 0, 8.92e-06
2721:12430 36406 (5493U9909U1090U14052)+ 1+, 1, 0.00421592
2722:64628 60076 (8526U5495U5494U5781)+ 1+, 1, 0.00115592
2723:19195 82889 (12294.6213)+ 1+, 0, 0.00095192
2724:30337 12071 (5473.4888.5495.18855.5493.5495.13067.5495)+ 1+, 0, 8.92e-06
2725:14853 56540 ((447)+).((5495)+).((5493)+).((8931)+) 1+, 0, 3.492e-05
2726:27300 28431 (1357U5495)+ 1+, 1, 0.00075892
2727:19793 47900 ((5899)+).((7382)+).((10272)+).((5493)+) 1+, 0, 7.92e-06
2728:19248 95153 (13067U6318U5493U4573U5495U608U7573U6274)+ 1+, 0, 7.92e-06
2729:31710 54181 (618U5493U6212U482U12997U5495)+ 1+, 0, 7.92e-06
2730:57158 47016 ((9333)+).((8268)+).((764)+).((5493)+).((6016)+).((16200)+).((7468)+).((2340)+) 1+, 0, 7.992e-05
2731:62093 12033 ((5493)+).((9690)+).((2449)+).((17338)+).((5493)+).((13067)+) 1+, 0, 0.00014492
2732:92359 104476 (6318U5493U8615U5781U14521U11431)+ 1+, 0, 0.00309292
2733:20215 7973 ((13725)+).((5493)+).((6016)+).((5494)+) 1+, 0, 2.992e-05
2734:22942 99470 (5493U7468U5495U7721)+ 1+, 0, 7.592e-05
2735:73312 51371 (5493.4331.16716.7757.5997.5002.6267.13067)+ 1+, 0, 0.00021892
2736:78974 16494 ((5493)+).((12553)+).((6881)+).((5493)+).((2340)+).((5559)+) 1+, 0, 0.00013492
2737:63145 58088 ((4828)+).((5493)+) 1+, 0, 0.00012792
2738:8528 66645 (7721.5493)+ 1+, 0, 7.92e-06
2739:88666 69053 ((13067)+).((1417)+).((5495)+).((17248)+) 1+, 0, 0.00010792
2740:56423 61178 (16448.13342.5493.3283.5493.7721)+ 1+, 0, 0.00026192
2741:20750 28884 (8931.6281.5493.3529)+ 1+, 0, 0.00013492
2742:30799 16035 (2297.5493.6318.6327)+ 1+, 0, 5.492e-05
2743:7478 31280 ((6230)+).((2237)+).((5493)+).((8268)+) 1+, 0, 7.92e-06
2744:29592 35730 ((13067)+).((5493)+) 1+, 1, 0.00117892
2745:75437 5050 ((14521)+).((5493)+).((14052)+).((731)+) 1+, 0, 0.00014292
2746:37239 104664 (8725U17225U14052U6745U5493U3288U6281U5495)+ 1+, 0, 7.92e-06
2747:76139 40113 (14456.3025.7712.8931.9690.5997)+ 1+, 0, 7.92e-06
2748:32216 40632 ((704)+).((6325)+).((1643)+).((5789)+) 1+, 0, 6.492e-05
2749:107045 60117 ((5495)+).((447)+) 1+, 1, 0.00234192
2750:21276 8494 (15960.5493.11266.5493.10140.15960.5493.2449)+ 1+, 0, 7.92e-06
2751:26943 95508 ((6212)+).((10338)+).((8268)+).((7384)+).((17718)+).((6016)+).((7721)+).((13536)+) 1+, 0, 0.00054492
2752:9083 33619 (11266U5495U6230U6298U18360U5997U425U7384)+ 1+, 1, 0.00719192
2753:35754 49569 ((5495)+).((12479)+).((16561)+).((5495)+).((5493)+).((16757)+) 1+, 1, 0.00439792
2754:78101 47299 (15115.17248)+ 1+, 0, 9.892e-05
2755:87228 100446 (6168U5493U2006U8526)+ 1+, 0, 7.92e-06
2756:91258 89658 ((5493)+).((3417)+).((1593)+).((10668)+).((4223)+).((7721)+).((1417)+).((14052)+) 1+, 0, 0.0174039
2757:50534 69614 (5493U8268U8765U17225U7721U2393U13067U17362)+ 1+, 1, 0.00231392
2758:53385 56245 ((1643)+).((2449)+) 1+, 0, 8.392e-05
2759:57239 20465 (7721U7445U704U11958)+ 1+, 1, 0.00264692
2760:87522 65947 (9979U5002U6212U7384U5493U6318U14436U8361)+ 1+, 1, 0.00266592
2761:104278 91337 (704.3288)+ 1+, 0, 0.00011392
2762:57065 45902 ((15115)+).((16448)+).((5493)+).((7721)+) 1+, 0, 8.292e-05
2763:89591 64109 (6230.5493)+ 1+, 0, 8.992e-05
2764:85419 3118 (16716.6267.5493.5002.5495.2449.7721.8905)+ 1+, 0, 7.92e-06
2765:43462 30231 ((16448)+).((6325)+).((8905)+).((16448)+).((3025)+).((16561)+) 1+, 0, 7.92e-06
2766:52779 4512 ((17225)+).((798)+).((10208)+).((5493)+) 1+, 0, 7.92e-06
2767:74285 12930 ((13418)+).((2006)+).((5493)+).((14052)+) 1+, 1, 0.0100989
2768:91350 89841 (125.13225.3283.5493.6298.2006)+ 1+, 0, 0.00014692
2769:31579 6561 (5493U7721U798U3288U8931U6745)+ 1+, 1, 0.00315792
2770:25701 68649 ((5247)+).((5493)+).((5495)+).((5493)+) 1+, 0, 8.92e-06
2771:85992 90452 (14296.2449.13025.15643)+ 1+, 1, 0.00881092
2772:26044 32118 ((608)+).((10175)+).((5493)+).((6318)+).((2393)+).((5493)+).((17248)+).((6318)+) 1+, 0, 8.92e-06
2773:78055 8463 (15115.13225.3417.5493.2297.5493)+ 1+, 0, 0.00057292
2774:47739 31187 (5493U13067U5494U10175U731U7721U5495U798)+ 1+, 1, 0.00285492
2775:61215 42870 (7445U5493)+ 1+, 0, 8.92e-06
2776:96373 13965 ((15308)+).((5494)+) 1+, 0, 3.492e-05
2777:101438 74337 (7468.18822.13936.5493)+ 1+, 0, 8.92e-06
2778:37722 26905 (5997U5493U1174U11776)+ 1+, 1, 0.00208992
2779:93070 37463 (5493.6212.5493.8932.13936.5247.17225.15310)+ 1+, 0, 0.00011292
2780:102424 36878 (1643.798.2458.5495.5493.15421.5493.7757)+ 1+, 1, 0.0126959
2781:56297 103307 ((5493)+).((6267)+) 1+, 0, 9.92e-06
2782:103252 59222 (5493U7721)+ 1+, 1, 0.00088892
2783:17191 36048 (17362.14397)+ 1+, 0, 7.92e-06
2784:67014 27753 (5495.1090.7721.5781)+ 1+, 1, 0.00940092
2785:33548 27690 (7384U2449)+ 1+, 0, 0.00024892
2786:88262 51535 (5493.18855.6267.7721)+ 1+, 1, 0.00509292
2787:60327 92564 (798.14052.5493.8268.5493.5495)+ 1+, 1, 0.00165392
2788:35907 53918 (1593.2644.5493.14052.16448.2449)+ 1+, 0, 0.00030992
2789:31007 72785 (16448U18994U5493U5495U13342U6281)+ 1+, 0, 8.92e-06
2790:99902 6737 ((10368)+).((6318)+) 1+, 0, 3.992e-05
2791:82621 83558 ((15902)+).((14052)+).((7721)+).((5493)+) 1+, 0, 0.00013092
2792:47046 96389 (5493.6281)+ 1+, 0, 8.92e-06
2793:51035 103712 (5493.2006.6318.2644)+ 1+, 0, 7.92e-06
2794:62436 106972 (13622.491)+ 1+, 0, 0.00110492
2795:72212 96293 (5495.6281.12479.14137.5495.7721.5493.14521)+ 1+, 0, 9.792e-05
2796:63051 7636 (5493U8932U10338U5495U16561U6281U12553U849)+ 1+, 1, 0.00110992
2797:40658 24065 (5495.13225)+ 1+, 0, 0.00014692
2798:38823 56827 ((5495)+).((18855)+).((5493)+).((8932)+).((5495)+).((5189)+) 1+, 0, 0.0159269
2799:52156 89318 ((5495)+).((5493)+).((2006)+).((6318)+) 1+, 1, 0.00309192
2800:18459 16797 (18994U5997)+ 1+, 0, 0.00071992
2801:54830 104511 ((14052)+).((2150)+).((7721)+).((6274)+).((6281)+).((5493)+).((6047)+).((5493)+) 1+, 0, 0.0190779
2802:59864 92936 (6241.5495.6325.1675.3118.6274)+ 1+, 1, 0.00669792
2803:45037 64422 ((8268)+).((15115)+).((1090)+).((9690)+) 1+, 0, 3.192e-05
2804:10694 32312 ((7445)+).((5493)+).((6745)+).((798)+).((8526)+).((5493)+) 1+, 0, 0.00018992
2805:99097 64305 (5495.6016.6318.5493.7721.5495.5493.5559)+ 1+, 0, 0.00010092
2806:83942 67202 (798.5351.5493.5495.608.5493)+ 1+, 0, 0.00034692
2807:14103 57570 (5002U7103)+ 1+, 0, 0.00177792
2808:83785 90179 (608.2887.5493.5495)+ 1+, 0, 0.00016092
2809:40815 38759 ((7403)+).((7445)+) 1+, 0, 0.00013392
2810:68538 8460 ((8931)+).((5493)+) 1+, 0, 7.92e-06
2811:73063 39970 (5495U6016U5493U17225U6241U8268)+ 1+, 1, 0.00489392
2812:15963 32717 (10338.425)+ 1+, 0, 0.00047592
2813:11028 3683 (8945.447.14296.5493)+ 1+, 0, 8.92e-06
2814:89182 19624 (6016.6997.5493.5495)+ 1+, 0, 7.92e-06
2815:20380 2715 ((5493)+).((1643)+).((12850)+).((5493)+) 1+, 0, 6.92e-06
2816:79421 49841 (5493U2834U7721U798U2393U7573)+ 1+, 1, 0.00203492
2817:82090 82189 (5495U12000)+ 1+, 1, 0.00148092
2818:103056 4634 (6267.16448)+ 1+, 0, 0.00015292
2819:13444 49576 ((6228)+).((5495)+).((6318)+).((5781)+) 1+, 0, 8.92e-06
2820:23803 93357 ((5493)+).((5495)+).((5493)+).((5247)+).((5493)+).((6212)+) 1+, 0, 6.792e-05
2821:95198 23422 (6281.5493.13067.5493)+ 1+, 1, 0.00056092
2822:80628 20310 ((5495)+).((5002)+).((5493)+).((10042)+).((5493)+).((7721)+).((5495)+).((7721)+) 1+, 0, 8.392e-05
2823:88420 24324 (8268U13598U16561U10208)+ 1+, 0, 9.392e-05
2824:29594 3678 ((6168)+).((5493)+).((618)+).((1174)+).((798)+).((16529)+).((2449)+).((923)+) 1+, 0, 0.00033892
2825:5844 46317 ((17248)+).((16448)+).((5493)+).((618)+).((11955)+).((5493)+).((10561)+).((9030)+) 1+, 0, 0.00012092
2826:62265 67845 (5493.11958.16200.18822.7721.5493.17248.8905)+ 1+, 0, 0.00010692
2827:102402 68666 ((5495)+).((10368)+) 1+, 1, 0.00392392
2828:58358 104370 ((12442)+).((7403)+).((16812)+).((3898)+).((5493)+).((9690)+) 1+, 0, 7.792e-05
2829:63967 64977 ((8268)+).((16448)+).((5495)+).((12000)+).((6745)+).((5493)+) 1+, 0, 0.00011292
2830:9765 42121 (5495.5493.5002.491.5493.7468.18855.8268)+ 1+, 1, 0.0139489
2831:6559 82758 (16561U5493U13225U2006)+ 1+, 0, 8.92e-06
2832:93120 6786 (15224U8370U13418U5495U10175U5189U5493U3288)+ 1+, 1, 0.00066792
2833:100670 17634 ((6281)+).((6241)+).((6325)+).((5495)+) 1+, 0, 0.00014692
2834:85404 3058 (9979U5493U6327U8931U5495U7468)+ 1+, 1, 0.00027292
2835:12427 90517 (3470U5495)+ 1+, 1, 0.00106192
2836:47767 14983 (5495.8945.6536.5899.6168.5493.6241.15902)+ 1+, 0, 0.00084592
2837:84244 41909 ((5493)+).((4331)+).((5493)+).((14052)+).((9984)+).((17362)+).((5625)+).((15957)+) 1+, 0, 0.00011892
2838:73567 11420 ((1593)+).((2458)+) 1+, 0, 7.92e-06
2839:99115 5819 (5002.5789.5495.5493.17225.14052)+ 1+, 0, 7.92e-06
2840:23609 42919 ((5493)+).((6241)+).((5493)+).((5495)+).((5493)+).((2393)+) 1+, 0, 0.0134669
2841:1562 11316 (214.10140.6267.5493.5495.5493.18822.10175)+ 1+, 0, 0.00011392
2842:65574 52667 ((5493)+).((5495)+).((1643)+).((1090)+) 1+, 1, 0.00163792
2843:23295 15645 (5495.13067)+ 1+, 0, 7.92e-06
2844:9825 66287 (14456U15308U13225U6212U5495U5493U6281U9925)+ 1+, 1, 0.00085692
2845:85524 3162 ((17248)+).((6228)+).((798)+).((17718)+) 1+, 0, 8.92e-06
2846:43667 58781 (3740.9441)+ 1+, 0, 7.092e-05
2847:45450 68669 ((13725)+).((8262)+).((5493)+).((5495)+).((5493)+).((17057)+).((6298)+).((5493)+) 1+, 0, 0.00012992
2848:6702 36132 (9928U608U5493U11955U5495U17718)+ 1+, 0, 8.92e-06
2849:14691 33493 (12850U5247U14052U5495)+ 1+, 1, 0.00152092
2850:49736 82364 (1448.14456)+ 1+, 0, 0.00049092
2851:48394 53435 ((6168)+).((7445)+).((6327)+).((16757)+).((5493)+).((4223)+).((5493)+).((10561)+) 1+, 0, 0.0315039
2852:68903 62237 (6274U6745U5493U4244U18855U2006U18994U2237)+ 1+, 1, 0.00397692
2853:72039 73819 ((5495)+).((5493)+) 1+, 0, 0.00013692
2854:3971 36066 (15224.5635.2644.13342.1043.5495.1417.7468)+ 1+, 0, 0.00012892
2855:53507 3969 ((1643)+).((3417)+).((10338)+).((6168)+).((5493)+).((447)+).((17225)+).((5493)+) 1+, 0, 0.00012892
2856:73545 56080 (13067U16716)+ 1+, 0, 0.00013492
2857:30234 65517 (6274U6016U3633U8931U2887U6997U6168U3288)+ 1+, 0, 0.00016992
2858:30163 102419 (11431U6267)+ 1+, 1, 0.00161792
2859:73985 1963 (5495U5493U6213U17362)+ 1+, 1, 0.00125092
2860:86081 6452 (14521U5493U9928U14052U13225U15115)+ 1+, 0, 8.92e-06
2861:24606 58008 ((6168)+).((5493)+).((6213)+).((2006)+).((3898)+).((5493)+).((6274)+).((5493)+) 1+, 0, 0.00016392
2862:86680 44148 (5495U15093)+ 1+, 1, 0.00156692
2863:61179 16626 (6281U5493U16812U17248)+ 1+, 0, 8.92e-06
2864:47203 27072 ((5493)+).((8721)+).((5493)+).((16448)+).((5493)+).((13067)+) 1+, 0, 6.992e-05
2865:70271 77610 (5493.7721.6230.17270)+ 1+, 0, 7.92e-06
2866:50943 88405 ((5493)+).((6810)+) 1+, 0, 0.00011492
2867:65639 42861 (923U16561U9690U15561U5493U3529U6327U7721)+ 1+, 1, 0.00107992
2868:90591 99852 ((5493)+).((7382)+).((18709)+).((5493)+).((7721)+).((5493)+) 1+, 0, 0.00963692
2869:29325 50167 (5495U5493U6231U6881U7721U3731U6281U6274)+ 1+, 0, 1.092e-05
2870:14661 41117 (4573U6327U16448U3898U5493U13025)+ 1+, 1, 0.00103092
2871:83967 86857 (1417U650U17362U6213)+ 1+, 0, 0.00107092
2872:41322 14502 ((5493)+).((7721)+) 1+, 1, 0.00139992
2873:96420 43213 (5493.9333.7721.5493)+ 1+, 1, 0.00852192
2874:88217 29463 ((5493)+).((18377)+).((5493)+).((5495)+).((8932)+).((5495)+) 1+, 0, 0.00011392
2875:90372 39212 (928U6318U5493U5495U849U10338)+ 1+, 1, 0.00408192
2876:83947 52723 (5473U6318U5493U5495U6325U7468U2449U13342)+ 1+, 1, 0.00205592
2877:19658 61510 (5781U5493U15308U5494)+ 1+, 1, 0.00677292
2878:18317 77928 (5493U4223U3898U15115)+ 1+, 1, 0.00039392
2879:70213 71318 (5493U15115U618U7403U14052U5495)+ 1+, 1, 0.00193892
2880:11695 55748 (5493U12850U4846U5462)+ 1+, 1, 0.00244792
2881:64497 54065 (5247.5493.8905.798)+ 1+, 0, 0.00012992
2882:75994 39859 ((5493)+).((5495)+).((7721)+).((13342)+).((17248)+).((6168)+) 1+, 0, 6.392e-05
2883:88284 6256 ((5493)+).((10338)+) 1+, 0, 7.92e-06
2884:27710 78845 (13225U5493U425U17903U7721U9979U6327U5495)+ 1+, 1, 0.00112292
2885:107578 98473 ((9333)+).((7721)+).((6212)+).((5493)+) 1+, 0, 7.92e-06
2886:37875 51938 (8526.6325)+ 1+, 0, 7.92e-06
2887:57950 72269 (6911U10561U5493U15115U491U5495)+ 1+, 1, 0.00154292
2888:68693 3234 (9333U5495U5493U2006U3282U1593)+ 1+, 1, 0.00233192
2889:36672 46118 (798.15115)+ 1+, 0, 8.92e-06
2890:27831 88472 (7384U5493U10338U6047U18855U5495U5789U13392)+ 1+, 1, 0.00044992
2891:79536 5552 (608U7384)+ 1+, 0, 0.00011692
2892:80070 14749 (8268.17248.7721.5493)+ 1+, 0, 7.92e-06
2893:88297 61977 (5493.552.5493.16561.2393.13342)+ 1+, 0, 0.00194792
2894:49176 97875 (2449.18377.798.18994.17248.6281.7103.17225)+ 1+, 0, 8.92e-06
2895:10936 23528 (7721U5495U5493U650U5473U125)+ 1+, 1, 0.00044592
2896:36855 5569 (5493U1643U1043U6327U8765U7721U14052U6274)+ 1+, 1, 0.00463792
2897:38608 22329 (16200.11958.10338.5495)+ 1+, 0, 9.92e-06
2898:34656 44388 (6318U6536U5493U5495U7445U17248)+ 1+, 1, 0.00110292
2899:56158 99533 (12850.5493)+ 1+, 0, 0.00050592
2900:67081 2019 (5493.5473.798.3585.7721.5493)+ 1+, 0, 8.92e-06
2901:2430 29765 (9441.2458.5495.9928.5493.14052)+ 1+, 0, 0.00015892
2902:103123 46015 (5493.798)+ 1+, 0, 4.492e-05
2903:56399 103315 (482.5494.491.7382)+ 1+, 0, 0.00016292
2904:95195 74746 (5495U6230U6267U5493U2458U13536)+ 1+, 1, 0.00064492
2905:13918 81475 (9909.5493.2834.6168)+ 1+, 0, 4.592e-05
2906:42322 65399 (5493.5495)+ 1+, 1, 0.00174392
2907:17068 66168 (7757.17225.15115.2644)+ 1+, 0, 0.00024992
2908:8905 11618 ((5495)+).((5002)+).((6228)+).((3283)+).((6213)+).((8268)+).((13225)+).((5493)+) 1+, 0, 7.92e-06
2909:64809 20905 (5024U8725U11955U8721U6231U2887U6230U5493)+ 1+, 1, 0.00022892
2910:15883 61678 ((7721)+).((5493)+) 1+, 0, 7.92e-06
2911:87536 38060 ((5493)+).((6281)+).((5495)+).((5493)+) 1+, 1, 0.00266292
2912:30980 97321 (5495U5189U5493U798U8931U17248)+ 1+, 0, 9.92e-06
2913:43500 62954 (5495.17248.17225.11266.10338.5495)+ 1+, 0, 0.00016292
2914:30292 71783 (2458.5493.14052.1643)+ 1+, 0, 0.00062992
2915:14108 80725 (5493U6536U16448U7721U17225U8747U5789U6212)+ 1+, 1, 0.00035192
2916:12673 45389 ((3961)+).((5493)+).((15224)+).((6281)+).((2444)+).((7721)+) 1+, 0, 0.00026792
2917:34099 85531 (5495.4888.8931.9441.3283.2458)+ 1+, 1, 0.00645492
2918:51096 46834 (4244U5493U4888U9690)+ 1+, 1, 0.00239692
2919:74504 4543 (5493U8361)+ 1+, 0, 8.92e-06
2920:97448 8038 ((5002)+).((14052)+).((6298)+).((15960)+).((5495)+).((17248)+) 1+, 0, 2.892e-05
2921:88118 50781 (5625U13225)+ 1+, 0, 7.92e-06
2922:61035 94976 (5493.17490)+ 1+, 0, 0.00035992
2923:51139 15423 ((7382)+).((4806)+).((5493)+).((5495)+).((18822)+).((5493)+) 1+, 0, 0.00016592
2924:76540 528 (5494.13067)+ 1+, 0, 7.92e-06
2925:69880 34382 ((6318)+).((2872)+) 1+, 0, 7.92e-06
2926:68509 86013 (5493.6281.6274.5899)+ 1+, 0, 0.00012692
2927:7649 1839 (5495U5493U6281U6212U2637U7384)+ 1+, 0, 8.92e-06
2928:42174 76103 ((5997)+).((5493)+) 1+, 0, 0.00011092
2929:37537 95426 ((14052)+).((1643)+).((5493)+).((17718)+).((5493)+).((2006)+).((5493)+).((798)+) 1+, 0, 0.00017392
2930:59449 43626 (7721U13598U5493U1643U5495U17225U798U18298)+ 1+, 1, 0.00084592
2931:92945 42237 (2203.3025.5493.16317.5493.6212.6168.5493)+ 1+, 0, 0.00036092
2932:26380 14895 (5493.11266.5493.13225.16200.16448.17248.5635)+ 1+, 0, 7.92e-06
2933:87589 96428 (6230U17248U5493U7721U5002U7384U8721U6267)+ 1+, 0, 7.92e-06
2934:55320 95237 (4828.12479.5493.12006.15310.9441.2006.7721)+ 1+, 0, 0.00206592
2935:44122 35369 (15115.5493.5473.5493)+ 1+, 0, 8.92e-06
2936:70376 63096 ((5493)+).((6212)+).((13067)+).((5493)+) 1+, 0, 7.92e-06
2937:70067 44651 (6325U5495U5781U5493U7721U14444U14052U15224)+ 1+, 1, 0.00061592
2938:82496 47350 (6318U5493U7721U10937)+ 1+, 0, 7.92e-06
2939:82581 99604 (5024U10140U8765U5493)+ 1+, 1, 0.00020592
2940:70185 17234 ((16448)+).((8932)+).((5495)+).((6298)+).((5495)+).((7688)+) 1+, 1, 0.0258839
2941:78211 101979 (6230U14397U3282U5495)+ 1+, 0, 1.192e-05
2942:101118 79968 (5493.15308)+ 1+, 0, 0.00026492
2943:50103 95567 ((5493)+).((5495)+) 1+, 1, 0.00419292
2944:90800 56189 (5493.11266.4888.5495.5493.16317.17248.4846)+ 1+, 0, 1.092e-05
2945:2517 43286 ((6241)+).((5493)+).((8262)+).((6213)+).((13725)+).((3731)+) 1+, 0, 8.92e-06
2946:9120 90430 (5493.5495.8931.7721)+ 1+, 0, 0.00024192
2947:5213 32029 ((8765)+).((5493)+) 1+, 1, 0.0124149
2948:6232 5075 (5493U798U15310U13134)+ 1+, 1, 0.00143492
2949:42208 50749 (8747U5493)+ 1+, 0, 0.00012292
2950:68913 95731 (5495U5473U15102U14521U2297U6168)+ 1+, 0, 0.00020392
2951:31225 56335 ((5493)+).((7757)+) 1+, 0, 8.92e-06
2952:30062 7785 (10368U5493U7721U1643U6318U9928)+ 1+, 1, 0.00238392
2953:41329 12788 ((5493)+).((3898)+).((1891)+).((6274)+).((5495)+).((5493)+) 1+, 0, 0.0146429
2954:64374 75310 ((3025)+).((5493)+).((5495)+).((6745)+).((5495)+).((5493)+) 1+, 1, 0.00885692
2955:60881 101480 (8268U5781U7721U5493U8757U13598)+ 1+, 1, 0.00515592
2956:16976 47116 (5493U16448U5495U764U16561U15561)+ 1+, 1, 0.00398792
2957:59828 58968 (3417U5495U17248U5493)+ 1+, 1, 0.00119392
2958:57174 30705 ((5493)+).((15960)+).((5002)+).((5493)+).((6241)+).((447)+).((5493)+).((5495)+) 1+, 0, 0.0115549
2959:37281 36129 (6318U5997)+ 1+, 0, 0.00049092
2960:23868 17623 ((5493)+).((7382)+).((2006)+).((5493)+).((13852)+).((14103)+) 1+, 0, 0.00016292
2961:31668 27405 (5493.15308.5493.11955.9030.16529.4828.5493)+ 1+, 0, 0.00101692
2962:22322 36564 (17248.4806)+ 1+, 0, 3.692e-05
2963:96941 55300 (7721.5495)+ 1+, 1, 0.00181092
2964:85780 12651 (5493.1090.5493.2444)+ 1+, 0, 8.92e-06
2965:30959 42108 (6016.5493.5495.11431.8747.7384.1643.16716)+ 1+, 1, 0.00630892
2966:32521 35000 (5495U3288)+ 1+, 0, 4.692e-05
2967:82082 21441 (2393.798)+ 1+, 0, 0.00029592
2968:8018 70947 (5495U608U7721U15421U5493U6267)+ 1+, 1, 0.00378892
2969:6289 5619 (5493.5495)+ 1+, 0, 5.892e-05
2970:98433 18086 (5493U16757U482U10140U15308U9979)+ 1+, 1, 0.00133892
2971:18547 69221 (11266.6213.5493.5997.16757.14052.17248.5493)+ 1+, 0, 0.00064492
2972:82252 69895 ((5493)+).((5495)+) 1+, 1, 0.00261192
2973:55473 61205 (3740U8757U5493U17248)+ 1+, 1, 0.00117892
2974:75958 10180 (3731U10753)+ 1+, 0, 7.492e-05
2975:2325 8732 (6281U14444U482U6274)+ 1+, 0, 0.00036392
2976:92285 51260 ((7721)+).((5493)+) 1+, 0, 0.00014592
2977:29646 98864 ((7721)+).((5493)+).((2834)+).((16448)+).((10208)+).((5493)+) 1+, 0, 8.92e-06
2978:23839 29795 ((5495)+).((2203)+).((5493)+).((798)+).((14052)+).((5495)+).((5493)+).((15115)+) 1+, 0, 8.92e-06
2979:37084 96391 (3288.650)+ 1+, 0, 7.92e-06
2980:28831 63075 (5493U6230U15308U6911U479U8268U14052U15960)+ 1+, 1, 0.00211892
2981:24599 28426 (5493U15957U15299U6318U15561U13797U7757U1448)+ 1+, 1, 0.00578492
2982:87399 38643 (5495U13067U16812U5493U6325U5002)+ 1+, 0, 8.92e-06
2983:90354 70220 ((5495)+).((5493)+).((5495)+).((2297)+).((2637)+).((10025)+).((5495)+).((15115)+) 1+, 0, 0.0102479
2984:101701 52684 ((2393)+).((5495)+).((5493)+).((16448)+).((5493)+).((6230)+).((5495)+).((6274)+) 1+, 0, 3.192e-05
2985:48714 32751 ((16448)+).((2393)+).((7445)+).((704)+) 1+, 0, 0.00021692
2986:7792 30902 (5495U6327U7468U6228)+ 1+, 1, 0.00064592
2987:94792 69476 (5493.8932)+ 1+, 0, 0.00070992
2988:30822 44783 ((8361)+).((5493)+).((9333)+).((6327)+).((13598)+).((5789)+).((5493)+).((5625)+) 1+, 0, 7.092e-05
2989:80470 2010 ((18994)+).((11266)+) 1+, 0, 2.192e-05
2990:86525 95874 (5024.5493.6911.3898.5493.5495)+ 1+, 1, 0.00357292
2991:101734 52179 (5493.6298.8931.214.14052.5493.16448.5493)+ 1+, 1, 0.00195492
2992:68881 39226 ((5495)+).((5493)+) 1+, 1, 0.00247192
2993:19692 10624 (6241U2887U5493U17338U5495U6318U6281U6213)+ 1+, 1, 0.00123792
2994:4729 5457 (5495U14052U16448U10368U5493U8268U5351U17248)+ 1+, 1, 0.00077292
2995:78940 49071 (5493.9030.1643.11776.11266.3585.5495.5493)+ 1+, 0, 0.00298592
2996:72042 31906 (5781U5493U1643U16448)+ 1+, 1, 0.00070692
